;NUTS_ID;Ln_BA;Fr_An_Observed;Fr_Li_Observed;Fr_An_Predicted;Fr_Li_Predicted;std;BA_Human_km2;BA_Lightning_km2
1096;FRJ11;6.51577194639841;0.9985222738613194;0.0014777261386805796;;;;0.04241437060696366;6.27695803511949e-05
1097;FRK22;0.9437411745252781;0.7198547374247917;0.28014526257520833;;;;0.008906030270707455;0.0034659523081221125
1098;FRC22;11.512915433631191;1.0;0.0;;;;0.0008247905905175132;8.248071124749082e-09
1099;FRD13;11.512915433631191;1.0;0.0;;;;0.012371858857762697;1.237210668705857e-07
1100;FRJ12;4.265549392923635;0.9861503571937793;0.013849642806220697;;;;0.05042929149580637;0.0007082364966891769
1101;FRM01;1.8628838154236265;0.8656327262512145;0.13436727374878554;;;;0.06866039073448259;0.010657764243124757
1102;FRF24;11.512915433631191;1.0;0.0;;;;0.08825259318537391;8.825436103448991e-07
1103;FRJ13;5.936605601384877;0.9973659774092857;0.0026340225907143244;;;;0.03701818349167502;9.77642448136834e-05
1104;FRK14;7.762336688061068;0.9995747196922616;0.00042528030773836267;;;;0.009481152780674518;4.033863094818346e-06
1105;FRF31;11.512915433631191;1.0;0.0;;;;0.02804288007759545;2.804344182393004e-07
1106;FRF22;11.512915433631191;1.0;0.0;;;;0.09897487086210158;9.897685349646856e-07
1107;FRJ14;4.6887939406659545;0.9908860554598214;0.009113944540178553;;;;0.045903987003434656;0.0004222144306271769
1108;FRJ15;3.973030591473483;0.9815311929675599;0.018468807032440138;;;;0.042232348607237534;0.0007946574724697411
1109;FRJ23;2.6244001718152865;0.9324155193992492;0.06758448060075084;;;;0.006408793645687685;0.00046453000921763046
1110;FRJ24;6.363372871687285;0.9982794218857536;0.0017205781142464183;;;;0.0037052086849123783;6.386088736491831e-06
1111;FI1D3;-0.12677900580806886;0.4683476326829266;0.5316523673170734;;;;0.00186708082021431;0.002119446899630774
1112;FI1D8;0.9894458483253452;0.7289784531234611;0.2710215468765389;;;;0.0004008403876615815;0.0001490255047308435
1113;FRJ25;0.9123164989079433;0.7134739560912613;0.2865260439087387;;;;0.0;0.0
1114;FRK13;4.214496482975018;0.9854354981124666;0.014564501887533443;;;;0.0;0.0
1115;FRC23;11.512915433631191;1.0;0.0;;;;0.007423115314657619;7.42326401225249e-08
1116;FRD21;1.9266787871274258;0.8728813559322034;0.1271186440677966;;;;0.11099252732561085;0.016163960290137502
1117;FRI32;2.103848078841992;0.8912766294763506;0.10872337052364944;;;;0.007228718633724015;0.0008818032790642574
1118;FRJ26;2.075643992619044;0.8885132680402751;0.11148673195972492;;;;0.0760937092159639;0.009547903524156354
1119;FRK28;1.0986122886681098;0.75;0.25;;;;0.0010309985482357972;0.0003436661827452658
1120;FRJ27;2.018470047431483;0.8827227160698955;0.1172772839301045;;;;0.0;0.0
1121;FRK21;11.512915433631191;1.0;0.0;;;;0.005773534133622593;5.773649787259305e-08
1122;FRF12;11.512915433631191;1.0;0.0;;;;0.012234393759343112;1.22346388350264e-07
1123;FRI13;0.950624150274208;0.7212406823601073;0.2787593176398927;;;;0.15724621079424003;0.06077561553935659
1124;FI1D9;0.6457405076377566;0.6560499548834191;0.3439500451165809;;;;0.01470013437626125;0.0077069007387300815
1125;FRJ21;4.825946493145043;0.9920448317923878;0.007955168207612218;;;;0.029592920207429704;0.00023730445485937307
1126;FI1C5;1.050289027092261;0.7408303964545941;0.25916960354540586;;;;0.01904395690995868;0.0066622735593872065
1127;FI1D5;1.6137586510541642;0.8339325719360745;0.1660674280639255;;;;0.0019488420809166448;0.0003880879617511625
1128;FRC24;11.512915433631191;1.0;0.0;;;;0.0;0.0
1129;FRB01;2.9041650800285;0.948051948051948;0.051948051948051965;;;;0.11038557789777938;0.0060485248163166805
1130;FRJ28;3.6198023472733545;0.9739109032734432;0.026089096726556793;;;;0.0;0.0
1131;LT023;6.201756640288929;0.9979782270606531;0.002021772939346911;;;;0.009191632655882851;1.8621041690272677e-05
1132;LT024;3.019602404946522;0.9534518828451882;0.046548117154811774;;;;0.014155308101175504;0.0006910709934199784
1133;ITF32;8.98112347769441;0.999874254336072;0.0001257456639279786;;;;0.018418191096213954;2.3162989322943195e-06
1134;ITF33;8.777929736604609;0.999845926966045;0.00015407303395498229;;;;0.023915481020546046;3.6852985244514858e-06
1135;ITF34;8.333448223936971;0.9997597158885191;0.0002402841114809151;;;;0.04645250342600072;1.1164481159217643e-05
1136;LV005;10.881114684224166;0.9999811902178097;1.8809782190265523e-05;;;;0.10172327666392977;1.9134286688982094e-06
1137;ITF35;8.704650590244361;0.9998342146020466;0.00016578539795342184;;;;0.06322409425551292;1.0483369615996163e-05
1138;ITF43;5.750858863842855;0.9968300322561229;0.0031699677438771223;;;;0.023980374042191138;7.625874997747167e-05
1139;ITF44;6.778231540964559;0.9988630080903245;0.0011369919096755332;;;;0.006178957867365396;7.033422049387665e-06
1140;ITI1A;3.1814613204314894;0.960130642717469;0.03986935728253105;;;;0.002375743917020193;9.865259874572126e-05
1141;ITI21;5.114349935903473;0.9940260195515094;0.005973980448490623;;;;0.0015030977618304482;9.033442248721456e-06
1142;LT025;2.2196974331882786;0.9020044543429845;0.09799554565701551;;;;0.054185977152045324;0.005886871591827138
1143;HU333;4.469020109024169;0.9886712721938;0.011328727806199979;;;;0.08766140358302521;0.0010044715652533648
1144;ITF46;5.042641181804425;0.9935847486451302;0.006415251354869755;;;;1.336616808703398;0.008630097034670436
1145;ITF47;6.345229991722151;0.9982479759377015;0.0017520240622984629;;;;0.20830850410774931;0.0003656020551760786
1146;ITF48;11.512915433631191;1.0;0.0;;;;0.07285650216238033;7.285796160133584e-07
1147;ITF51;4.5563760486369445;0.9896090635477519;0.01039093645224809;;;;0.22283035491197628;0.002339728022721893
1148;ITF52;5.758473728136295;0.9968540038036254;0.0031459961963745675;;;;0.14566714635469713;0.0004597145485898957
1149;ITI11;4.436988212061814;0.9883068290351744;0.011693170964825583;;;;0.0006792952706311928;8.037094859338718e-06
1150;ITH20;2.72569722136485;0.9385260567218535;0.06147394327814648;;;;0.002322285604708077;0.00015211091105783725
1151;ITH31;6.551968234732574;0.9985747307285141;0.001425269271485896;;;;0.0070007978642651425;9.992263738279814e-06
1152;ITI12;3.906508060684789;0.9802858596607842;0.019714140339215813;;;;0.0051207447107095025;0.00010298126701853774
1153;ITI13;8.3649039600822;0.9997671548301504;0.00023284516984956038;;;;0.0021989514351012664;5.121344684344727e-07
1154;ITI14;6.0814705903723585;0.9977203943199262;0.002279605680073793;;;;0.0026059089711590313;5.954017704988806e-06
1155;ITI15;7.816726350582182;0.999597223688338;0.0004027763116619676;;;;0.0008244666291545681;3.322094340698278e-07
1156;ITC11;5.161782555104226;0.9943011886820776;0.005698811317922381;;;;0.05330640026609818;0.00030552424216328394
1157;ITF61;7.36089596524501;0.9993647750640933;0.0006352249359067308;;;;0.268301481837659;0.00017054012294265286
1158;ITF62;11.217007764735644;0.9999865565856098;1.3443414390246211e-05;;;;0.15231080458791282;2.0476047889739224e-06
1159;ITF63;7.114178399442983;0.9991871724264302;0.0008128275735698187;;;;0.08831909560700671;7.18465950756697e-05
1160;ITF64;6.94123987421981;0.9990338645118644;0.0009661354881356221;;;;0.015106702804601916;1.4609236189781771e-05
1161;ITG2A;7.866624189192726;0.9996168206654539;0.0003831793345461243;;;;0.04479689840437363;1.7171825609028912e-05
1162;ITG2B;4.205282005445061;0.9853026551844476;0.014697344815552404;;;;0.07706882005622878;0.0011496031365937076
1163;LT028;3.9009620580687225;0.9801783944499505;0.019821605550049526;;;;0.0021558666702719866;4.3596899297714334e-05
1164;LV009;7.614442079136794;0.99950696738668;0.0004930326133200102;;;;0.09301891830473809;4.588398267987848e-05
1165;ITH32;4.611728830210455;0.9901630977982857;0.009836902201714293;;;;0.018375420894240463;0.00018255297400389045
1166;ITH33;3.0809360549679203;0.9560994906555965;0.04390050934440348;;;;0.006965876120299998;0.00031984695389963673
1167;LV008;0.9877937168034766;0.7286519199148278;0.2713480800851722;;;;0.061601603871315955;0.02294027708401944
1168;ITC42;11.512915433631191;1.0;0.0;;;;0.0030242321652308823;3.02429274570519e-08
1169;ITC43;7.8695188056746685;0.9996179277957612;0.0003820722042388036;;;;0.0027482790195944157;1.0504423677104406e-06
1170;ITC44;4.644972885209366;0.9904816788459838;0.009518321154016185;;;;0.0002723160461184971;2.6169000777154206e-06
1171;ITI16;5.353168517354862;0.9952891667770922;0.004710833222907773;;;;0.00670412568201039;3.17314997968195e-05
1172;ITI17;6.173010564845507;0.9979193883042763;0.002080611695723711;;;;0.011934699910937539;2.4883248597709975e-05
1173;ITG2C;5.933259735561763;0.9973571728934345;0.002642827106565493;;;;0.023993055270932775;6.357752123583443e-05
1174;LT021;4.664527036195806;0.9906642728904848;0.009335727109515246;;;;0.008443353664350402;7.956766773218986e-05
1175;LV006;11.512915433631191;1.0;0.0;;;;0.00247437177155254;2.4744213374030405e-08
1176;ITC46;7.292275406430922;0.9993196858982132;0.0006803141017868164;;;;0.0070060205886146735;4.769539388748897e-06
1177;ITC47;5.891868440482464;0.9972457950028013;0.002754204997198695;;;;0.04222306157329329;0.00011661214092345551
1178;ITF65;7.119285614935409;0.9991913097807295;0.000808690219270547;;;;0.20108816696774137;0.00016274964788628998
1179;ITG11;7.012328892701071;0.9991001020552547;0.0008998979447453204;;;;0.3477518868073827;0.0003132230770225286
1180;ITH34;3.4362309397405557;0.9688178541848543;0.031182145815145668;;;;0.0019976996023390106;6.42974941325843e-05
1181;LT029;11.512915433631191;1.0;0.0;;;;0.014433835334056481;1.4434124468235e-07
1182;ITC48;11.512915433631191;1.0;0.0;;;;0.2525233857967787;2.525284442667086e-06
1183;ITI18;5.3331424472664954;0.9951943342729045;0.004805665727095509;;;;0.0016416702621565686;7.927415020707275e-06
1184;ITI19;5.196957265743377;0.9944970743306148;0.00550292566938515;;;;0.0023240700903484532;1.2859952319354065e-05
1185;LT022;3.631959485611525;0.9742180241560855;0.025781975843914506;;;;0.033212734320717016;0.0008789510076133503
1186;ITC49;11.512915433631191;1.0;0.0;;;;0.012509323956182287;1.250957453909074e-07
1187;ITC4A;11.512915433631191;1.0;0.0;;;;0.03065471694756757;3.065533101358209e-07
1188;ITG12;5.97064787485664;0.9974539119853432;0.002546088014656833;;;;2.3564836767677666;0.006015129896288496
1189;ITG13;6.1151241384429404;0.9977956683073365;0.0022043316926635415;;;;0.19202883195268852;0.0004242303846603568
1190;LV003;7.680216520011561;0.9995383383471225;0.0004616616528775319;;;;0.04438117226195135;2.0498548736987143e-05
1191;ITC4B;11.512915433631191;1.0;0.0;;;;0.022681741239231612;2.2682195592940713e-07
1192;ITC4C;11.512915433631191;1.0;0.0;;;;0.005086208641524666;5.0863105269249864e-08
1193;ITC4D;11.512915433631191;1.0;0.0;;;;0.004398883149426737;4.3989712665039316e-08
1194;ITH35;11.512915433631191;1.0;0.0;;;;0.0218569506487141;2.1857388480400752e-07
1195;ITF11;5.347643772698171;0.995263192221964;0.0047368077780359785;;;;0.07045989023214476;0.00033534341337999873
